filename,MAE,SSIM,Grad_MAE,Laplacian_Diff,Pixel_Sum,result
2_76.jpg,0.023820445,0.9238532781600952,0.01907939620819092,1.6086679155278533e-06,61047,1
2_144.jpg,0.030612135,0.9161651730537415,0.025916455033685747,8.369530683014631e-05,58852,1
2_413.jpg,0.024716292,0.9245489239692688,0.025626392281240237,8.677342023039858e-05,48095,1
2_721.jpg,0.024743807,0.923956573009491,0.02585090800892377,7.64940349917433e-05,50404,1
2_255.jpg,0.027778938,0.9200699925422668,0.025516146147542097,6.952924066410832e-05,49045,1
2_299.jpg,0.025368275,0.931222140789032,0.022578171759283158,9.969616609240128e-05,41537,1
2_38.jpg,0.010470274,0.9564687609672546,0.009817017321147021,3.2745130066885545e-05,40159,0
2_315.jpg,0.025995936,0.9287631511688232,0.0238322786621944,0.00010375395940425558,39204,1
2_23.jpg,0.0046199155,0.9670566320419312,0.0050885629460852315,1.6912693354362873e-05,53376,0
2_451.jpg,0.026037086,0.922353208065033,0.026232695263597585,9.136429618014093e-05,43765,1
2_704.jpg,0.023535233,0.9250434041023254,0.025037752272251912,7.748049122916379e-05,47076,1
2_815.jpg,0.023419326,0.9284086227416992,0.024066676328457194,8.945703642680963e-05,47131,1
2_122.jpg,0.029492697,0.9119120240211487,0.024333956680098405,2.503913404371031e-05,62627,1
2_760.jpg,0.02518303,0.9223949909210205,0.025606749676924685,7.437003067094661e-05,44787,1
2_838.jpg,0.023817364,0.924028217792511,0.025930368285378164,6.843972389133834e-05,44417,1
2_708.jpg,0.023379033,0.9227361083030701,0.02565888826096145,8.144134658362093e-05,53365,1
2_342.jpg,0.026247913,0.9278705716133118,0.024725856108927555,9.275480452622377e-05,44423,1
2_434.jpg,0.02564874,0.9242066144943237,0.02563436838396166,8.231099929514943e-05,46804,1
2_572.jpg,0.025147626,0.9244047403335571,0.02559232193088989,8.435368036253145e-05,41367,1
2_924.jpg,0.004902093,0.9788758754730225,0.00602084737873903,2.1466217635797765e-05,36481,0
2_667.jpg,0.02456858,0.924523115158081,0.02503903235302314,8.108366538405154e-05,40392,1
2_601.jpg,0.025504893,0.9247824549674988,0.025404675994175646,8.214745030477101e-05,41857,1
2_702.jpg,0.024126086,0.9218189120292664,0.026047286711297146,9.112619710284616e-05,55894,1
2_43.jpg,0.013936388,0.9519578814506531,0.01137326032915294,3.2552728819320646e-05,38160,1
2_825.jpg,0.02493302,0.9314275979995728,0.02349590586921679,7.198253015990591e-05,36236,1
2_114.jpg,0.031216899,0.9144095182418823,0.02204977677756434,2.0941664293315276e-05,67563,1
2_58.jpg,0.017289672,0.9415994882583618,0.014588422460116412,2.056085220447368e-05,46851,1
2_394.jpg,0.026231918,0.9222179055213928,0.026422820314265322,7.326181599348672e-05,37481,1
2_901.jpg,0.021274526,0.9300519824028015,0.020866949457586704,3.459932088986462e-05,55179,1
2_746.jpg,0.024715101,0.9246733784675598,0.024977592082668632,8.067215971537423e-05,46667,1
2_323.jpg,0.024075318,0.9325047731399536,0.02340786963846288,8.056901784173298e-05,39587,1
2_62.jpg,0.020033553,0.9348984360694885,0.01656560837595192,1.33039307823943e-05,50974,1
2_450.jpg,0.02441482,0.923090398311615,0.02624728466802181,8.3411947662185e-05,46701,1
2_69.jpg,0.022208229,0.9366957545280457,0.016951690247280153,1.3237653595961758e-06,46878,1
2_438.jpg,0.025587143,0.9228047132492065,0.026745875661854837,8.681314618526247e-05,44216,1
2_807.jpg,0.024000859,0.9253652095794678,0.025559335614658434,7.937707750342818e-05,47710,1
2_620.jpg,0.025027255,0.9225724935531616,0.026013257619433895,0.00010096275998339519,42887,1
2_88.jpg,0.026834402,0.9224074482917786,0.020320561351440565,8.645569548450465e-06,63469,1
2_25.jpg,0.0042939163,0.9723652601242065,0.0053137300430293796,1.7980148102268534e-05,46107,0
2_453.jpg,0.025465244,0.922491729259491,0.025715734282265305,9.046319717154265e-05,47083,1
2_290.jpg,0.02580635,0.9277219176292419,0.023730411267760945,9.90109101715509e-05,46023,1
2_10.jpg,0.0066820662,0.8429785370826721,0.004097451565534885,1.174397971090082e-05,116096,0
2_85.jpg,0.026904332,0.9209727644920349,0.019751626954877165,1.0029981382310481e-05,60719,1
2_660.jpg,0.024167135,0.9252583384513855,0.02611491592278139,8.243307109624101e-05,45714,1
2_433.jpg,0.024921482,0.923180341720581,0.025853524975838107,7.815113076618605e-05,48265,1
2_715.jpg,0.024542475,0.9249632954597473,0.025290364160738335,8.491645603297596e-05,51014,1
2_625.jpg,0.023788426,0.9264379143714905,0.025237020314871867,8.853405209795688e-05,38794,1
2_706.jpg,0.024234083,0.92467200756073,0.025294171380580974,7.719317744622556e-05,37650,1
2_776.jpg,0.024060922,0.920400083065033,0.02536302503919785,8.952477247192943e-05,44798,1
2_559.jpg,0.02389942,0.9248327016830444,0.025425955317557862,8.841513405125461e-05,43253,1
2_482.jpg,0.024531076,0.9246019124984741,0.02581184058179389,9.807091019011191e-05,47401,1
2_31.jpg,0.0045034317,0.9780413508415222,0.005669099493696281,1.8832973829899992e-05,34774,0
2_481.jpg,0.025761573,0.9219222068786621,0.026470720695497052,9.206339744987835e-05,47716,1
2_514.jpg,0.0244754,0.9226176142692566,0.026692400303560168,9.22755379822077e-05,38588,1
2_90.jpg,0.028066982,0.9171149134635925,0.021222368479607564,1.8451467597480155e-05,63611,1
2_663.jpg,0.023796067,0.9250138998031616,0.025641973401452058,8.335416436209916e-05,47808,1
2_142.jpg,0.029717,0.9141217470169067,0.025968738564441696,0.0001065953217288149,61389,1
2_55.jpg,0.016821157,0.9446444511413574,0.014247047191131982,2.194422953490969e-05,41499,1
2_132.jpg,0.030544091,0.9140605330467224,0.023959215693760774,0.00010323849102397281,61665,1
2_499.jpg,0.025509804,0.9239241480827332,0.025699038992644942,9.213702696039209e-05,46564,1
2_157.jpg,0.030501705,0.9151809811592102,0.02677408638253084,9.162107868024047e-05,53334,1
2_771.jpg,0.02334267,0.92210853099823,0.025534481983851564,8.31019447466574e-05,50906,1
2_898.jpg,0.021698505,0.929398238658905,0.02084036917931202,9.688974970765207e-06,55299,1
2_925.jpg,0.0049103247,0.9778666496276855,0.006068739792031305,2.037012234626145e-05,43368,0
2_509.jpg,0.024735736,0.9241004586219788,0.026311621317234375,8.58756365202354e-05,46447,1
2_189.jpg,0.027765814,0.9170212745666504,0.02499231179005321,8.502069211612329e-05,63727,1
2_447.jpg,0.024394538,0.9238318204879761,0.025947089848540484,9.048297706835197e-05,45745,1
2_123.jpg,0.031535305,0.9155777096748352,0.02432877006339375,5.756858158275387e-05,61398,1
2_60.jpg,0.018132431,0.9410296082496643,0.015475571367329292,1.6673042813125076e-05,44544,1
2_312.jpg,0.026182357,0.9278098940849304,0.024187745893821964,0.00010820768175594041,43262,1
2_854.jpg,0.022727562,0.927008330821991,0.025302086163699174,8.353272278124183e-05,53245,1
2_542.jpg,0.024484152,0.922734797000885,0.02643032356366267,8.022332214630935e-05,46076,1
2_850.jpg,0.023493955,0.9249482154846191,0.02519345919148686,6.075284021037593e-05,57956,1
2_614.jpg,0.02337881,0.9262287616729736,0.02562011907984253,7.513836754707993e-05,42430,1
2_34.jpg,0.006934516,0.9645987153053284,0.008359543949906614,3.2593292646866204e-05,42638,0
2_888.jpg,0.021216348,0.9257844090461731,0.021826639292248318,0.00010085749089919876,54686,1
2_523.jpg,0.026054483,0.9231049418449402,0.02686508079275692,9.395646156531932e-05,45821,1
2_712.jpg,0.025830455,0.9246729612350464,0.02539416670677986,8.907003849810982e-05,50366,1
2_920.jpg,0.015850991,0.9409012794494629,0.017367060307912636,0.00031710585229163303,46827,1
2_455.jpg,0.025384698,0.923430323600769,0.026035961701604507,8.411716688241076e-05,47430,1
2_717.jpg,0.024638103,0.9254908561706543,0.025340279259151402,9.101691471195315e-05,41617,1
2_35.jpg,0.008017451,0.9640322327613831,0.008407493954888108,3.0278921444860406e-05,40978,0
2_494.jpg,0.02400437,0.9260745644569397,0.026021790197266696,8.772889764174045e-05,38484,1
2_46.jpg,0.015143078,0.9522436261177063,0.012020921738739993,2.9193020697942444e-05,39565,1
2_321.jpg,0.025389915,0.9303902983665466,0.022967361647229796,7.776447026641524e-05,42468,1
2_26.jpg,0.0044351458,0.9706236124038696,0.005453981233922956,1.8541257468926778e-05,51596,0
2_328.jpg,0.023328802,0.9311458468437195,0.023722860562410773,8.441832046607013e-05,46871,1
2_607.jpg,0.025311582,0.9248013496398926,0.02550582450393792,8.266988156195156e-05,45812,1
2_632.jpg,0.025252385,0.924352765083313,0.025314304075721876,8.04857810257468e-05,41851,1
2_761.jpg,0.02376349,0.9222680330276489,0.025361542260467124,7.452681925083594e-05,48682,1
2_130.jpg,0.03139441,0.9138199687004089,0.024238205078917524,0.00010314571524841363,60822,1
2_820.jpg,0.025497222,0.9298763871192932,0.023065908688982287,7.308269742663823e-05,44798,1
2_52.jpg,0.015521237,0.948731541633606,0.013989848096352116,2.4009552387159888e-05,46555,1
2_696.jpg,0.022896623,0.9252321124076843,0.02623526603312519,9.24245520521387e-05,47440,1
2_502.jpg,0.022457449,0.9249669909477234,0.025997558794920415,8.723973937399914e-05,42839,1
2_472.jpg,0.025880773,0.9256492257118225,0.026035722506319598,8.608452206240421e-05,47992,1
2_897.jpg,0.021383293,0.9283021092414856,0.02118363093636516,3.6770724134671485e-06,59557,1
2_256.jpg,0.02605051,0.9195346236228943,0.025847778714054716,6.0847394547529456e-05,52831,1
2_9.jpg,0.00661262,0.8323544859886169,0.0041592262674358515,1.253814720290892e-05,114513,0
2_272.jpg,0.025505772,0.9257495403289795,0.024746223658328362,9.380367211907572e-05,46977,1
2_592.jpg,0.024981221,0.9215084910392761,0.026465291965768356,8.268095984476186e-05,43881,1
2_797.jpg,0.024611983,0.9231086373329163,0.02550945929733934,7.836635624765967e-05,50991,1
2_867.jpg,0.022313023,0.9225971102714539,0.024140445062944438,9.176869596111444e-05,67041,1
2_155.jpg,0.029291073,0.9157172441482544,0.02645985660151702,8.462147448831772e-05,56649,1
2_397.jpg,0.026644407,0.9229494333267212,0.02581040188444631,8.261411670454152e-05,49533,1
2_226.jpg,0.026189592,0.9194537997245789,0.024051238957948404,7.614519293750897e-05,58391,1
2_677.jpg,0.024583489,0.9249591827392578,0.025739387790367142,7.452610475186763e-05,41290,1
2_524.jpg,0.024625892,0.9218324422836304,0.02675586124021182,8.64898514910453e-05,43070,1
2_549.jpg,0.0245231,0.9253719449043274,0.025372021093000963,8.121695091911437e-05,45506,1
2_444.jpg,0.026380207,0.92342609167099,0.02639592816890121,7.954062160585571e-05,47932,1
2_105.jpg,0.03072604,0.9171921610832214,0.02109791026157376,5.544636429401803e-05,64224,1
2_222.jpg,0.025254086,0.9237334132194519,0.023908505675066964,6.645638617378144e-05,49173,1
2_580.jpg,0.022571025,0.9252862334251404,0.025740009718975186,8.053530358725528e-05,42556,1
2_429.jpg,0.026260084,0.9241169691085815,0.025892560756743878,9.430198082048321e-05,45831,1
2_310.jpg,0.024564689,0.9271594882011414,0.02450522578912744,9.083664063430042e-05,38809,1
2_843.jpg,0.022576958,0.9202948212623596,0.026357484884491935,7.17728543976192e-05,54667,1
2_887.jpg,0.021101026,0.9251076579093933,0.02230980428310569,7.252335056281017e-05,58309,1
2_278.jpg,0.025542028,0.9262946844100952,0.02392948640429109,8.260768002345384e-05,55373,1
2_338.jpg,0.024221241,0.9309819936752319,0.022612874665744402,8.600800526523155e-05,42274,1
2_270.jpg,0.026573058,0.9252059459686279,0.02450409485446866,0.00010558926934826992,51227,1
2_291.jpg,0.026864348,0.9270685911178589,0.024053819023691796,9.580650620146894e-05,47867,1
2_700.jpg,0.023681507,0.9234703779220581,0.0259774999376091,8.147827138237261e-05,47139,1
2_305.jpg,0.024676852,0.929368257522583,0.02323216858363346,9.321574453353173e-05,43523,1
2_498.jpg,0.024774231,0.9236699342727661,0.025513580023715267,8.170339302610121e-05,44604,1
2_325.jpg,0.024874,0.931320071220398,0.02316496132388101,9.838085628338043e-05,39544,1
2_371.jpg,0.02498799,0.926445722579956,0.025879042324331684,9.192992453641691e-05,44025,1
2_346.jpg,0.025539884,0.9263323545455933,0.025787202233682704,8.782950668382585e-05,40626,1
2_874.jpg,0.021870246,0.9240689277648926,0.02451374872996484,9.649933297762518e-05,53953,1
2_506.jpg,0.025764046,0.9230162501335144,0.025984566789019527,8.743229548355074e-05,41769,1
2_181.jpg,0.027705148,0.9192168116569519,0.025381989810425627,7.459644175101805e-05,48495,1
2_124.jpg,0.030662093,0.9125604629516602,0.024373425764136078,6.063073878759068e-05,65210,1
2_235.jpg,0.026197787,0.9222903847694397,0.022655404732765748,5.9908432014178205e-05,57298,1
2_828.jpg,0.023479624,0.9292047619819641,0.024626379887451515,0.0001022866748140621,46752,1
2_613.jpg,0.02502989,0.924355685710907,0.025327795994864254,7.270094044850407e-05,40300,1
2_734.jpg,0.025001287,0.9221609234809875,0.025238224791186543,8.447300532511137e-05,44539,1
2_458.jpg,0.025205383,0.9240184426307678,0.02588432460859641,7.320837498224015e-05,45675,1
2_495.jpg,0.024284862,0.9259993433952332,0.026083655090105826,8.562849856032725e-05,48109,1
2_381.jpg,0.02530553,0.9237228631973267,0.025758150784288076,7.725857042798859e-05,40769,1
2_833.jpg,0.022669476,0.9295843243598938,0.02488325921181343,7.644823174109873e-05,47849,1
2_377.jpg,0.02676782,0.9246141314506531,0.02557982686965765,8.11522998145906e-05,43649,1
2_539.jpg,0.024069186,0.9233793616294861,0.025636369168347422,7.340020022437652e-05,43206,1
2_266.jpg,0.027759178,0.9217888712882996,0.02446104721138176,7.519368168430553e-05,49848,1
2_731.jpg,0.02507589,0.9237142205238342,0.025214279469164238,9.171444445399652e-05,40931,1
2_127.jpg,0.031118656,0.9152235388755798,0.024269703959274875,8.814155597214806e-05,58837,1
2_384.jpg,0.025070941,0.9245396256446838,0.025736045904177253,8.325214485613006e-05,46361,1
2_763.jpg,0.024071658,0.9254595041275024,0.024987613544005253,7.761816510290157e-05,45683,1
2_311.jpg,0.024781432,0.9289143681526184,0.02457021573543648,0.0001117982864133798,46341,1
2_647.jpg,0.024801308,0.9224590063095093,0.025469280046311243,7.731166186110977e-05,52104,1
2_793.jpg,0.024424462,0.9207643270492554,0.025746743450132458,8.996644808654714e-05,49563,1
2_556.jpg,0.024054606,0.9252493381500244,0.025536201148218828,7.594657702227006e-05,44670,1
2_262.jpg,0.026626,0.9202813506126404,0.02575848410822835,9.841211770667605e-05,49926,1
2_557.jpg,0.025439302,0.9245339632034302,0.026016245745639117,8.22795824094834e-05,45289,1
2_821.jpg,0.023167064,0.930913507938385,0.024263326184472016,7.803758299597269e-05,43735,1
2_214.jpg,0.027065024,0.9182209372520447,0.02457429908031899,8.642490175975699e-05,64042,1
2_151.jpg,0.030136,0.916774332523346,0.02595671207725214,8.722628437122796e-05,54088,1
2_845.jpg,0.022411238,0.9200103282928467,0.026214545881670322,7.108204094852647e-05,61115,1
2_928.jpg,0.005141151,0.9771468043327332,0.006210227600682928,2.3187024085950316e-05,40353,0
2_934.jpg,0.0056980406,0.9739449620246887,0.006197917495287548,2.05378904920565e-05,34993,0
2_306.jpg,0.026185181,0.9287810325622559,0.02367922311280225,9.842507074984382e-05,42289,1
2_314.jpg,0.025170969,0.9271392226219177,0.024117059996249853,9.233695687939705e-05,43245,1
2_268.jpg,0.026784096,0.9250292778015137,0.024298811360499824,9.687375184425468e-05,52047,1
2_896.jpg,0.021842062,0.9307844042778015,0.020896295194412776,2.7625555852599606e-05,56470,1
2_798.jpg,0.024012964,0.9255416393280029,0.025682395635064095,8.048249528932573e-05,46292,1
2_834.jpg,0.022819238,0.9250621795654297,0.025825139004848886,8.038858264726338e-05,51264,1
2_159.jpg,0.028783973,0.9175304770469666,0.026625176766546518,8.141638073938282e-05,53246,1
2_913.jpg,0.020426773,0.9339185953140259,0.01922523805303743,9.716198705886714e-05,50302,1
2_651.jpg,0.024165753,0.9255724549293518,0.025385074060675833,8.919641075069843e-05,42231,1
2_698.jpg,0.024732592,0.9240041375160217,0.025439884172579683,7.97032943145293e-05,41265,1
2_922.jpg,0.007656478,0.9678589701652527,0.011047806672321756,0.00018952452878205086,29031,0
2_116.jpg,0.029995803,0.9145790934562683,0.02310264418844576,2.4993767151399056e-05,59501,1
2_229.jpg,0.026436128,0.9198639392852783,0.02543825129110735,6.240883410478165e-05,50301,1
2_741.jpg,0.024410011,0.9217752814292908,0.025565626710007384,9.084198180930843e-05,50031,1
2_705.jpg,0.025567036,0.9227066040039062,0.025597605849507443,8.001969171339398e-05,46875,1
2_657.jpg,0.024255332,0.9235544800758362,0.02583915419889555,8.575801830471537e-05,48571,1
2_242.jpg,0.027528826,0.9212471842765808,0.024285625499085323,8.180282923523878e-05,58365,1
2_778.jpg,0.023936555,0.9229211211204529,0.025882736186376154,9.024207938588958e-05,47039,1
2_662.jpg,0.0240872,0.9223793148994446,0.025263040574396402,8.22809059154432e-05,49025,1
2_621.jpg,0.024187695,0.9227538108825684,0.026166582073919652,9.415889570537153e-05,40809,1
2_205.jpg,0.027328424,0.9190181493759155,0.024314435659481368,8.004222197759511e-05,58952,1
2_583.jpg,0.024945373,0.9226770997047424,0.025010731646097923,7.385560467119609e-05,43570,1
2_428.jpg,0.026611483,0.922370433807373,0.026828253101494125,8.855197503199952e-05,43448,1
2_177.jpg,0.027192386,0.9189214706420898,0.025304451530393415,7.055475671424495e-05,56629,1
2_931.jpg,0.0054865237,0.9785512089729309,0.006153902245177415,2.2206363789469364e-05,30142,0
2_546.jpg,0.024247264,0.9239516258239746,0.025576036520027,8.486387413551853e-05,43189,1
2_414.jpg,0.025790686,0.924407422542572,0.025808163449706743,8.629434419653556e-05,47347,1
2_3.jpg,0.010829148,0.4945226311683655,0.0028551046374258706,6.914705851360679e-07,144000,0
2_725.jpg,0.024700783,0.9234944581985474,0.02590452063161818,8.063476581923905e-05,49753,1
2_396.jpg,0.025264187,0.9246980547904968,0.026332790154517803,7.7633031412001e-05,39508,1
2_41.jpg,0.012657177,0.9527952671051025,0.010627784228283447,3.451445238735254e-05,29781,0
2_517.jpg,0.025575195,0.923490583896637,0.02647928740323101,0.00010239933427157194,40153,1
2_94.jpg,0.02979049,0.9179242849349976,0.02064908621495623,9.079805518727762e-06,64757,1
2_875.jpg,0.02153758,0.9241176247596741,0.024396670867049428,7.063519049047247e-05,54226,1
2_104.jpg,0.030353319,0.9182634353637695,0.021322603275082137,6.877686736094047e-05,61637,1
2_600.jpg,0.02435371,0.9237908124923706,0.025474955276532922,8.034828378864875e-05,40221,1
2_744.jpg,0.022623042,0.9225714206695557,0.025494408575799942,8.101970110543878e-05,41332,1
2_326.jpg,0.025465773,0.9312468767166138,0.02286049801728542,9.0994804414108e-05,33951,1
2_269.jpg,0.025944117,0.9229947924613953,0.024992598180572118,0.00010448087791907209,50601,1
2_505.jpg,0.02350602,0.9222890734672546,0.026598238431887463,8.965561740735652e-05,41532,1
2_392.jpg,0.024633907,0.9236682653427124,0.025796083959998505,8.339805925895351e-05,46678,1
2_358.jpg,0.025780506,0.9268074035644531,0.026012086369876404,8.5340093091137e-05,40654,1
2_390.jpg,0.025112804,0.9254733920097351,0.02572710921185798,7.178086322933021e-05,44106,1
2_340.jpg,0.026827972,0.9265924692153931,0.024139110887812894,9.6698405725938e-05,37451,1
2_367.jpg,0.025225807,0.9262526035308838,0.02569105152310854,9.520580580605301e-05,38743,1
2_135.jpg,0.029940525,0.9142127633094788,0.024983809345857783,9.199120192120364e-05,61160,1
2_718.jpg,0.024763549,0.9234814643859863,0.025718506957663315,7.839225129756318e-05,42659,1
2_197.jpg,0.028514072,0.9173845648765564,0.02482273484997591,7.534091219753458e-05,56136,1
2_194.jpg,0.026586922,0.9191576838493347,0.02488729872180624,7.958747703974143e-05,54366,1
2_484.jpg,0.024890559,0.9230436086654663,0.026440509623033494,8.442308887620781e-05,44347,1
2_915.jpg,0.020210443,0.9347057342529297,0.01798623927645041,9.79661642702224e-05,56249,1
2_288.jpg,0.024743471,0.9285699725151062,0.021972707871195797,8.865244377612795e-05,52997,1
2_316.jpg,0.024804192,0.9287012815475464,0.023562979796599142,0.00011375839769378588,43825,1
2_398.jpg,0.026451178,0.924028754234314,0.025917431770660856,8.830686466337724e-05,47156,1
2_22.jpg,0.0041580405,0.9690806269645691,0.004935019963781569,1.6303385349016825e-05,44199,0
2_145.jpg,0.030863177,0.9166402816772461,0.025367043407013554,9.368909333345651e-05,61707,1
2_695.jpg,0.024779856,0.9222609400749207,0.0248556832917805,9.243461112634182e-05,50081,1
2_96.jpg,0.030691005,0.916012704372406,0.02067186465910084,2.671159356715243e-05,64342,1
2_32.jpg,0.0048036273,0.9760892987251282,0.006120168049404517,2.1327043647731626e-05,37261,0
2_417.jpg,0.025982559,0.9238200783729553,0.02563909549392388,8.314132386880102e-05,43006,1
2_64.jpg,0.019437095,0.9370558857917786,0.016729760008255285,1.1964625771450075e-05,48557,1
2_2.jpg,0.010122018,0.5276625156402588,0.002761640008605561,6.641181288210196e-07,143994,0
2_84.jpg,0.026572006,0.9227191805839539,0.019898944761623866,8.518044510999008e-06,60060,1
2_165.jpg,0.030357331,0.9158807396888733,0.025741264624900912,7.229030167908915e-05,57900,1
2_443.jpg,0.024912361,0.9229625463485718,0.026839235860374695,8.611601229950325e-05,46520,1
2_869.jpg,0.023505174,0.9242788553237915,0.02440915863581856,9.610777204081927e-05,60006,1
2_332.jpg,0.025335554,0.9291776418685913,0.02392795438583626,8.805358100390081e-05,41420,1
2_152.jpg,0.030164275,0.9141970276832581,0.026760816367347794,0.00010936410726361912,60662,1
2_236.jpg,0.02719969,0.922652542591095,0.02329750350910245,6.88211506547282e-05,55255,1
2_904.jpg,0.021426527,0.9296237230300903,0.020435132964112337,3.208317404052011e-05,53472,1
2_823.jpg,0.024956115,0.9302990436553955,0.023804258586950563,8.069876288299669e-05,42235,1
2_880.jpg,0.021808518,0.9236730933189392,0.023595297111775416,7.700180092108029e-05,60485,1
2_540.jpg,0.023626143,0.9249334931373596,0.025759482476256586,7.759690130622787e-05,37506,1
2_882.jpg,0.022134813,0.9231664538383484,0.023928101548306723,6.249304053894431e-05,58662,1
2_649.jpg,0.024001876,0.9248298406600952,0.02557690205367873,7.267019616678202e-05,49209,1
2_427.jpg,0.026319502,0.9192370772361755,0.027098904191745182,9.009884161751276e-05,43884,1
2_508.jpg,0.023824079,0.9223884344100952,0.026511038466678974,9.009196452602655e-05,42251,1
2_723.jpg,0.025093105,0.9233348369598389,0.025703688823877774,9.316240672591045e-05,40598,1
2_851.jpg,0.021680873,0.9273545742034912,0.025372860203339422,5.871940783679905e-05,52339,1
2_569.jpg,0.02536203,0.9229670166969299,0.025228974384872174,7.899445001141658e-05,46395,1
2_37.jpg,0.009371322,0.9584956765174866,0.009276247927761577,3.175564576559804e-05,33463,0
2_421.jpg,0.026014691,0.9202983975410461,0.02614174363056026,7.063691706011332e-05,42400,1
2_330.jpg,0.025209166,0.9292890429496765,0.02454901724731596,8.497014089996446e-05,44717,1
2_221.jpg,0.0271763,0.9195051193237305,0.024602813134315248,8.374547620646977e-05,53519,1
2_50.jpg,0.015376125,0.9494423866271973,0.013245856257561108,2.400602818868795e-05,39367,1
2_837.jpg,0.024231184,0.9236905574798584,0.027165614310729724,6.99491827839992e-05,48172,1
2_21.jpg,0.0044424976,0.9626317024230957,0.004907281891956685,1.6244376520949326e-05,51997,0
2_267.jpg,0.026575508,0.9210637807846069,0.02508582407435232,7.985806959440688e-05,55063,1
2_678.jpg,0.024762377,0.9245700836181641,0.026018887770907006,7.744484145620731e-05,44848,1
2_692.jpg,0.023215463,0.9238729476928711,0.025030923721464267,7.954088367889437e-05,50921,1
2_336.jpg,0.024063908,0.9292236566543579,0.02315495114181881,0.0001053822071071578,41435,1
2_912.jpg,0.020965924,0.9315961599349976,0.019935096931232774,6.27414394741851e-05,59131,1
2_452.jpg,0.024563562,0.9250200986862183,0.02578738553861909,9.14137382767732e-05,47581,1
2_826.jpg,0.02325857,0.9307254552841187,0.02419040304893774,7.462480871606736e-05,41221,1
2_446.jpg,0.025064023,0.923997163772583,0.026100462720622327,8.517278828810508e-05,49037,1
2_819.jpg,0.023350867,0.9299728870391846,0.02396772591622843,8.239748850064765e-05,34232,1
2_150.jpg,0.029290106,0.9167025685310364,0.025771431674912422,7.575111990587753e-05,57386,1
2_577.jpg,0.024468286,0.925291121006012,0.025319107538033327,7.985367045666172e-05,42345,1
2_593.jpg,0.023617169,0.9237157106399536,0.02553699259596376,7.914100373751341e-05,47586,1
2_56.jpg,0.016568268,0.942503035068512,0.014606677819244955,2.009754698487005e-05,47905,1
2_92.jpg,0.028158102,0.9194113612174988,0.02045206058100567,1.77887979495895e-05,54981,1
2_117.jpg,0.030644715,0.9134820699691772,0.02255168719684627,4.028293793082702e-05,61395,1
2_910.jpg,0.021942377,0.9320379495620728,0.019983839647794446,2.1249517280624e-05,54630,1
2_218.jpg,0.02759103,0.9180312752723694,0.024887285222854324,7.656736993103867e-05,59894,1
2_500.jpg,0.024340399,0.9249240159988403,0.025234274034314552,8.178502944914336e-05,44321,1
2_803.jpg,0.023204952,0.9247373938560486,0.02607876489163647,8.153950706095497e-05,48797,1
2_169.jpg,0.02949533,0.9187570810317993,0.025344647863959954,7.62069354061774e-05,58801,1
2_876.jpg,0.020811595,0.9253824949264526,0.02389945657474667,7.031799422878166e-05,56407,1
